
ZONETOLLRATE,ODPAIRNAME                                        ,  ODPAIRID,STARTZONENAME                                     ,STARTZONEID,INTERVALENDDATETI,CURRENTDATETIME  ,ENDZONENAME                                       , ENDZONEID,CORRIDORN,CORRIDORID                                                                      ,CALULCATEDDATETIM,LINKSTATUS          
       35.65,Old Courthouse Rd to Washington Blvd / Pentagon   ,      1302,1S-2 NB TP                                        ,     950020,19/07/26 15:00:00,19/07/26 14:55:00,5-3 NB TP                                         ,    955030,I-95-NB  ,951                                                                             ,19/07/26 14:50:00,NORTHBOUND_OPEN     
       37.55,Old Courthouse Rd to Washington DC                ,      1303,1S-2 NB TP                                        ,     950020,19/07/26 15:00:00,19/07/26 14:55:00,5-4 NB TP                                         ,    955040,I-95-NB  ,951                                                                             ,19/07/26 14:50:00,NORTHBOUND_OPEN     
        4.05,GARRISONVILLE to Russell Rd                       ,      1304,1S-1 NB TP                                        ,     950010,19/07/26 15:00:00,19/07/26 14:55:00,1S-1 NB TP                                        ,    950010,I-95-NB  ,951                                                                             ,19/07/26 14:50:00,NORTHBOUND_OPEN     
        0.00,Telegraph Rd to GARRISONVILLE RD (610)            ,      1305,1S-1 SB TP                                        ,     950011,19/07/26 15:00:00,19/07/26 14:55:00,1S-1 SB TP                                        ,    950011,I-95-SB  ,952                                                                             ,19/07/26 14:50:00,CLOSED              
        0.00,Telegraph Rd to Old Courthouse Rd                 ,      1306,1S-1 SB TP                                        ,     950011,19/07/26 15:00:00,19/07/26 14:55:00,1S-2 SB TP                                        ,    950021,I-95-SB  ,952                                                                             ,19/07/26 14:50:00,CLOSED              
        0.00,Telegraph Rd to Rt 17 / 95 SB                     ,      1307,1S-1 SB TP                                        ,     950011,19/07/26 15:00:00,19/07/26 14:55:00,1S-3 SB TP                                        ,    950031,I-95-SB  ,952                                                                             ,19/07/26 14:50:00,CLOSED              
        0.00,OPITZ to Old Courthouse Rd                        ,      1310,2N-1 SB TP                                        ,     952411,19/07/26 15:00:00,19/07/26 14:55:00,1S-2 SB TP                                        ,    950021,I-95-SB  ,952                                                                             ,19/07/26 14:50:00,CLOSED              
        0.00,LORTON to Old Courthouse Rd                       ,      1311,3S-1 SB TP                                        ,     953311,19/07/26 15:00:00,19/07/26 14:55:00,1S-2 SB TP                                        ,    950021,I-95-SB  ,952                                                                             ,19/07/26 14:50:00,CLOSED              
        0.00,I-95 S / FT BELVOIR to Old Courthouse Rd          ,      1312,3N-1 SB TP                                        ,     953411,19/07/26 15:00:00,19/07/26 14:55:00,1S-2 SB TP                                        ,    950021,I-95-SB  ,952                                                                             ,19/07/26 14:50:00,CLOSED              
        0.00,ALBAN to Old Courthouse Rd                        ,      1313,3N-2 SB TP                                        ,     953421,19/07/26 15:00:00,19/07/26 14:55:00,1S-2 SB TP                                        ,    950021,I-95-SB  ,952                                                                             ,19/07/26 14:50:00,CLOSED              
        0.00,FRAN-SPRINGFIELD to Old Courthouse Rd             ,      1314,3N-3 SB TP                                        ,     953431,19/07/26 15:00:00,19/07/26 14:55:00,1S-2 SB TP                                        ,    950021,I-95-SB  ,952                                                                             ,19/07/26 14:50:00,CLOSED              
        2.45,I-495 to Old Courthouse Rd                        ,      1315,3N-6 SB TP                                        ,     953461,19/07/26 15:00:00,19/07/26 14:55:00,1S-2 SB TP                                        ,    950021,I-95-SB  ,952                                                                             ,19/07/26 14:50:00,CLOSED              
        5.00,TURKEYCOCK to Old Courthouse Rd                   ,      1316,4-1 SB TP                                         ,     954011,19/07/26 15:00:00,19/07/26 14:55:00,1S-2 SB TP                                        ,    950021,I-95-SB  ,952                                                                             ,19/07/26 14:50:00,CLOSED              
        5.95,Seminary Rd to Old Courthouse Rd                  ,      1317,5-1 SB TP                                         ,     955011,19/07/26 15:00:00,19/07/26 14:55:00,1S-2 SB TP                                        ,    950021,I-95-SB  ,952                                                                             ,19/07/26 14:50:00,CLOSED              
        5.00,DC / Pentagon / Washington Blvd to Old Courthouse Rd,      1318,5-3 SB TP                                         ,     955031,19/07/26 15:00:00,19/07/26 14:55:00,1S-2 SB TP                                        ,    950021,I-95-SB  ,952                                                                             ,19/07/26 14:50:00,CLOSED              
        0.00,Dale to Old Courthouse Rd                         ,      1344,2N-0 SB TP                                        ,     952401,19/07/26 15:00:00,19/07/26 14:55:00,1S-2 SB TP                                        ,    950021,I-95-SB  ,952                                                                             ,19/07/26 14:50:00,CLOSED              
        0.00,Dale to Rt 17 / 95 SB                             ,      1345,2N-0 SB TP                                        ,     952401,19/07/26 15:00:00,19/07/26 14:55:00,1S-3 SB TP                                        ,    950031,I-95-SB  ,952                                                                             ,19/07/26 14:50:00,CLOSED              
       19.05,RT 17 / 95 NB to Opitz                            ,      1348,1S-3 NB TP                                        ,     950030,19/07/26 15:00:00,19/07/26 14:55:00,2N-0 NB TP                                        ,    952400,I-95-NB  ,952                                                                             ,19/07/26 14:50:00,NORTHBOUND_OPEN     
       13.25,Old Courthouse Rd to Opitz                        ,      1349,1S-2 NB TP                                        ,     950020,19/07/26 15:00:00,19/07/26 14:55:00,2N-0 NB TP                                        ,    952400,I-95-NB  ,952                                                                             ,19/07/26 14:50:00,NORTHBOUND_OPEN     
       10.05,GARRISONVILLE to Opitz                            ,      1350,1S-1 NB TP                                        ,     950010,19/07/26 15:00:00,19/07/26 14:55:00,2N-0 NB TP                                        ,    952400,I-95-NB  ,952                                                                             ,19/07/26 14:50:00,NORTHBOUND_OPEN     
        3.10,QUANTICO to Opitz                                 ,      1351,2S-1 NB TP                                        ,     952310,19/07/26 15:00:00,19/07/26 14:55:00,2N-0 NB TP                                        ,    952400,I-95-NB  ,952                                                                             ,19/07/26 14:50:00,NORTHBOUND_OPEN     
        2.15,CARDINAL to Opitz                                 ,      1352,2N-0 NB TP                                        ,     952400,19/07/26 15:00:00,19/07/26 14:55:00,2N-0 NB TP                                        ,    952400,I-95-NB  ,952                                                                             ,19/07/26 14:50:00,NORTHBOUND_OPEN     
